acidity,sulfur_dioxide,density,pH,alcohol,color,quality
6.2,86,0.98834,3.05,12.9,white,7
8.2,92,0.99138,2.95,12.5,white,6
6.5,83,0.98928,3.25,12.3,white,6
6.9,97,0.99246,3.1,11.4,white,6
6.7,113,0.99576,3.22,9.4,white,5
6.7,224,0.99956,3.11,9.1,white,5
6.7,113,0.99576,3.22,9.4,white,5
6.8,106,0.99026,3.16,12,white,5
7.1,111,0.99174,3.18,11.1,white,5
5.9,97,0.99058,3.1,11.8,white,7
6,106,0.9905,3.24,11.4,white,6
6.7,224,0.99956,3.11,9.1,white,5
6.6,128,0.99192,3.19,12.1,white,8
7.3,178,0.99554,3.15,10.4,white,6
6,98,0.99536,3.12,9.2,white,6
6.7,134,0.99056,3.29,13,white,7
6.6,128,0.99192,3.19,12.1,white,8
6.6,106,0.99112,2.93,11.5,white,7
6.6,106,0.99112,2.93,11.5,white,7
8,134,0.99616,3.23,10,white,5
5.6,89,0.99266,3.25,11.1,white,6
5.8,107,0.98918,3.26,12.4,white,5
7.3,86,0.98926,2.9,12.2,white,6
6,172,0.99114,3.06,10.6,white,5
6.1,145,0.9912,3.41,11.1,white,7
5.8,123,0.98936,3.36,13.9,white,7
7.6,143,0.9983,2.99,9.2,white,6
6.8,103,0.99532,2.98,10.5,white,6
6.7,179,0.99189,3.04,11.3,white,8
6.8,111,0.99,3.24,12.9,white,6
6.2,106,0.98914,3.26,12.9,white,7
6.9,171,0.99537,3.12,9.6,white,5
6.8,108,0.99,3.25,12.9,white,6
6.8,111,0.99,3.24,12.9,white,6
6.6,219,0.99742,3.04,8.8,white,5
6.6,93,0.98884,3.23,13.2,white,8
7.6,143,0.9983,2.99,9.2,white,6
6.7,179,0.99189,3.04,11.3,white,8
6.8,103,0.99532,2.98,10.5,white,6
6.7,131,0.99284,3.3,10.5,white,6
6.5,97,0.99026,3.2,12.6,white,8
6.5,191,0.99297,3.05,9.5,white,6
6.2,184,0.99711,3.31,9.8,white,6
6.2,86,0.98934,3.04,13.4,white,8
7.6,150,0.9913,3.05,11.8,white,7
6.2,184,0.99711,3.31,9.8,white,6
5.9,94,0.98964,3.22,13.1,white,7
6.5,97,0.99026,3.2,12.6,white,8
5.8,131,0.992,3.26,10.4,white,5
5.4,102,0.98944,3.22,13.4,white,8
6.1,88,0.99031,3.06,13,white,7
6.2,86,0.98934,3.04,13.4,white,8
7.5,113,0.99393,3.11,10.2,white,7
6.9,98,0.9904,3.07,11.7,white,6
6.5,191,0.99297,3.05,9.5,white,6
7.8,83,0.99088,3.03,11.7,white,6
6.7,81,0.99254,3.04,11.4,white,8
7.6,150,0.9913,3.05,11.8,white,7
8,111,0.99158,3.09,11.2,white,6
6,134,0.99408,3.19,13,white,7
6,134,0.99408,3.19,13,white,7
6.7,123,0.99473,3.34,10.9,white,6
6.3,102,0.98998,3.14,11.6,white,7
6,134,0.99146,3.3,11.3,white,7
7.7,164,0.99742,3.29,12,white,6
6.4,141,0.99273,3.38,10.5,white,6
6.1,124,0.98922,3.31,13.1,white,7
6,134,0.99408,3.19,13,white,7
6.7,123,0.99473,3.34,10.9,white,6
6.7,181,0.99869,3.14,9.1,white,5
6.9,93,0.9896,3.18,13.4,white,7
6.5,133,0.99108,3.33,11.5,white,7
6,118,0.99134,3.38,11.2,white,7
7.5,155,0.99385,3.36,10.9,white,6
7.1,115,0.98936,3.19,13.5,white,7
6.7,181,0.99869,3.14,9.1,white,5
6.4,179,0.99606,3.17,9.9,white,6
7,167,0.99508,2.98,10.5,white,6
6.5,90,0.99038,3.18,11.7,white,7
6.3,117,0.99158,3.49,11,white,6
7.9,63,0.9932,2.99,13,white,6
7.7,95,0.99164,2.93,13.6,white,6
6.8,87,0.98987,3.08,12.3,white,7
7.2,171,0.98947,3.25,13.3,white,7
6.6,102,0.98819,3.08,13.7,white,7
7.5,131,0.99133,3.19,11.1,white,5
6.9,132,0.99143,3.23,13.4,white,7
6,207,0.99571,3.05,9.1,white,5
5.9,152,0.99139,3.31,11.3,white,7
6.6,178,0.99537,3.2,9.4,white,5
6,207,0.99571,3.05,9.1,white,5
5.3,132,0.99186,3.37,11.6,white,6
5.3,132,0.99186,3.37,11.6,white,6
8.9,128,0.98984,3.01,12.4,white,6
7.6,146,0.9963,3.11,9.8,white,6
6.9,50,0.99312,3.09,11.1,white,4
7.1,134,0.9897,3.26,13.1,white,7
7.2,178,0.9955,3.14,9.7,white,5
6.4,179,0.99528,3.15,9.2,white,5
7.2,85,0.99279,3.1,11.7,white,6
6.6,136,0.99704,3.14,10.6,white,6
7.2,178,0.9955,3.14,9.7,white,5
6.4,179,0.99528,3.15,9.2,white,5
7.2,92,0.9914,3.1,10.9,white,6
6.2,105,0.99224,3.23,10.1,white,5
6.5,128,0.99074,3.17,12.2,white,7
7.2,80,0.98892,3.03,12.7,white,6
7.8,99,0.98959,2.98,13,white,6
8.1,123,0.99212,3.16,11.2,white,6
6.6,153,0.99576,3.2,9.4,white,6
6,159,0.9919,3.41,11,white,6
6,159,0.9919,3.41,11,white,6
7.3,237,1.00037,3.1,9.2,white,6
6.6,153,0.99576,3.2,9.4,white,6
7.3,237,1.00037,3.1,9.2,white,6
6.2,142,0.992,3.22,12.3,white,6
6,159,0.9919,3.41,11,white,6
7.2,116,0.99218,3.04,10,white,6
5.7,110,0.99855,3.24,9,white,6
5.7,110,0.99855,3.24,9,white,6
5.7,110,0.99855,3.24,9,white,6
8.1,87,0.99062,2.92,11.1,white,6
5.8,123,0.99362,3.06,9.9,white,6
4.8,112,0.99324,3.66,12.2,white,7
8.1,87,0.99062,2.92,11.1,white,6
5.7,110,0.99855,3.24,9,white,6
7.5,34,0.99098,3.01,11.8,white,4
6.6,78,0.99036,3.11,12.9,white,6
7,86,0.99398,2.86,9,white,5
7.6,162,0.9903,3.01,12.4,white,6
7,86,0.99398,2.86,9,white,5
6.6,78,0.99036,3.11,12.9,white,6
8,85,0.99406,2.99,11.2,white,6
7.6,112,0.9906,3,12.6,white,6
6.9,80,0.99089,3.12,11.5,white,6
7.8,93,0.99096,3.07,11.3,white,7
8,85,0.99406,2.99,11.2,white,6
6.9,80,0.99089,3.12,11.5,white,6
5.9,31,0.9936,3.32,10.5,white,4
7.6,112,0.9906,3,12.6,white,6
7.8,87,0.9911,3.15,11.9,white,6
8.1,119,0.99396,3.18,10.1,white,6
6.8,112,0.99089,3.15,11,white,7
7.4,161,0.9968,3.14,10.6,white,5
7.3,120,0.99138,3.04,11.3,white,7
6.7,124,0.99098,3.1,11.2,white,4
7.4,78,0.99238,2.94,11.5,white,7
7.5,143,0.99244,2.92,11.1,white,5
7.2,130,0.99176,3.14,12.8,white,7
6.3,76,0.98993,3.3,12.3,white,6
7.7,102,0.9929,3.26,10.4,white,6
7.4,78,0.99238,2.94,11.5,white,7
7,104,0.98988,3.16,11.7,white,7
5.8,158,0.992,3.35,10.7,white,7
6.8,114,0.99784,2.85,9.5,white,6
6.8,114,0.99784,2.85,9.5,white,6
6.8,114,0.99784,2.85,9.5,white,6
6.6,107,0.99006,3.18,12,white,7
6.4,186,0.99211,3.31,10.8,white,5
5.6,158,0.99202,3.35,10.7,white,7
5.6,158,0.992,3.35,10.7,white,7
6.8,107,0.99332,3.12,10.7,white,7
7.2,123,0.98958,3.12,12.1,white,7
6.6,108,0.98939,3,11.9,white,7
6.6,137,0.99492,3.18,10.8,white,6
5.8,169,0.99043,3.59,12.3,white,7
6.6,226,0.99787,3.3,9.4,white,6
6.8,88,0.99654,3.2,9.9,white,6
6.6,140,0.99304,3.35,10.4,white,7
6.6,137,0.9952,3.35,10.4,white,6
7,122,0.99165,3.15,12.6,white,7
7.4,69,0.9892,2.93,12.5,white,6
6.7,167,0.99628,3.04,9.4,white,5
6.4,151,0.99604,3.11,9.2,white,5
6.8,90,0.99164,3.27,11.2,white,6
7,149,0.998,2.91,9.2,white,6
7,149,0.998,2.91,9.2,white,6
6.7,167,0.99628,3.04,9.4,white,5
6.8,90,0.99164,3.27,11.2,white,6
6.8,114,0.99226,3.27,10.8,white,6
7,149,0.998,2.91,9.2,white,6
6.4,151,0.99604,3.11,9.2,white,5
7.2,95,0.98914,2.96,12.5,white,6
7.7,188,0.99794,3,9.3,white,5
7,117,0.99048,3.21,11.4,white,5
7.1,118,0.99726,3.04,10,white,7
6.8,122,1.00295,3.06,10.6,white,6
6.3,168,0.99278,3.07,10.7,white,7
7.1,118,0.99726,3.04,10,white,7
7.2,95,0.98914,2.96,12.5,white,6
6.8,122,1.00295,3.06,10.6,white,6
6.6,93,0.99054,3.19,12.8,white,7
7.7,188,0.99794,3,9.3,white,5
7,117,0.99048,3.21,11.4,white,5
6.4,183,0.99459,3.24,9.5,white,5
6.4,181,0.99459,3.24,9.5,white,6
6.4,172,0.9946,3.24,9.5,white,6
6.6,124,0.99362,3.06,10.8,white,6
6.6,124,0.99362,3.06,10.8,white,6
6.5,125,0.99966,3.2,8.8,white,6
6.6,124,0.99362,3.06,10.8,white,6
7.6,156,0.99442,3.08,11,white,7
5.8,96,0.98918,3.29,12.4,white,6
6.5,66,0.99089,3.25,11.3,white,7
8.7,127,0.99474,3.12,11.2,white,7
6.4,89,0.99008,3.24,12.5,white,7
6.7,99,0.99348,3.12,10,white,6
6.8,130,0.99283,3.12,11,white,6
6,152,0.99398,3.16,10.5,white,6
6,152,0.99398,3.16,10.5,white,6
6.8,130,0.99283,3.12,11,white,6
6.4,133,0.9908,3.12,11.4,white,7
5.9,139,0.99165,3.16,11.3,white,6
7.2,73,0.99076,2.97,12.2,white,7
6.4,95,0.98942,2.9,12.6,white,7
7.3,138,0.99244,2.9,11.1,white,5
7,126,0.99058,3.26,12.3,white,6
6.9,122,0.99255,2.92,10.4,white,4
6.3,190,0.99916,3.13,8.8,white,6
6.6,109,0.99306,3.27,9.5,white,6
6.3,190,0.99916,3.13,8.8,white,6
6.8,109,0.99498,3.42,10.4,white,6
6.8,130,0.99,3.11,13,white,7
7.1,191,0.99338,3.16,12.2,white,7
5.7,128,0.99456,3.03,10.5,white,8
5.8,149,0.9926,3.33,10.8,white,7
5.4,128,0.98856,3.2,13.2,white,8
5.8,115,0.98946,3.16,13,white,8
6.7,152,0.99346,3.5,10,white,6
6.1,76,0.99268,3.42,10.4,white,4
6.5,145,0.98944,3.16,12.4,white,6
5,155,0.98976,3.27,12.9,white,8
5.4,128,0.98856,3.2,13.2,white,8
6.8,152,0.99523,3.02,10.5,white,7
5.8,115,0.98946,3.16,13,white,8
6.5,82,0.99402,3.07,11.2,white,5
5.9,102,0.98916,3.41,12.7,white,7
6.2,155,0.99655,3.14,9.4,white,6
6.8,95,0.99071,3.03,12.9,white,7
7.3,74,0.98889,2.96,13,white,8
5.4,93,0.98742,3.31,13.6,white,7
6.6,112,0.99336,3.32,9.1,white,5
5.6,166,0.992,3.25,10.4,white,6
5.3,93,0.98742,3.31,13.6,white,7
6.9,169,0.99275,3.28,12.2,white,6
7.2,111,1.00044,3.1,8.7,white,5
7.1,105,0.99444,3.04,10.5,white,7
6.8,183,0.99742,3.24,10.2,white,6
7,122,0.99228,3.06,12.5,white,8
6.4,122,0.99058,3.11,11.3,white,7
6.8,183,0.99742,3.24,10.2,white,6
6.8,122,0.99164,3.13,12.6,white,7
6.8,183,0.99742,3.24,10.2,white,6
7.6,177,0.99438,3.09,9.8,white,5
6,98,0.99402,3.15,10.8,white,5
7.1,186,0.99128,3.32,12.5,white,6
7,122,0.99228,3.06,12.5,white,8
5.6,150,0.991,3.3,11.5,white,7
7.4,112,0.9931,2.98,11.4,white,6
7.1,105,0.99444,3.04,10.5,white,7
6.8,122,0.99164,3.13,12.6,white,7
7.2,111,1.00044,3.1,8.7,white,5
6.4,146,0.99112,3.17,11,white,6
6.4,122,0.99058,3.11,11.3,white,7
6.8,182,0.99742,3.24,10.2,white,6
6.3,96,0.98961,3.06,11.6,white,6
7.6,177,0.99438,3.09,9.8,white,5
7,145,0.99344,3.1,10.1,white,5
6.6,139,0.99904,3.06,9.2,white,5
7.5,180,0.99884,3.05,9.1,white,6
7.5,180,0.99884,3.05,9.1,white,6
7.5,180,0.99884,3.05,9.1,white,6
7.5,180,0.99884,3.05,9.1,white,6
6.6,79,0.98949,2.96,11.7,white,6
6.7,114,0.99014,3.23,12.6,white,6
7.7,183,0.99786,2.86,9,white,5
6.7,141,0.99206,3.12,10.1,white,5
4.7,9,0.98722,3.3,13.6,white,5
7.5,180,0.99884,3.05,9.1,white,6
6.3,159,0.99666,3.09,9.2,white,5
6.6,190,0.99754,3.12,8.8,white,5
8.5,95,0.99272,2.83,10,white,4
6.5,196,0.99712,3.47,9.1,white,6
6.8,182,0.99104,3.04,11.2,white,5
6.3,119,0.99373,3.11,9.2,white,6
6.6,139,0.99904,3.06,9.2,white,5
6.6,200,0.9956,3.18,9.5,white,5
6.3,152,0.99095,3.35,11.9,white,7
7.7,138,0.99382,3.11,9.8,white,5
7.7,134,0.99382,3.11,9.8,white,5
5.7,150,0.99299,3.36,10.8,white,7
5.4,122,0.99048,3.37,11.3,white,6
6.6,121,0.99254,3.17,12.1,white,6
4.8,111,0.9902,3.38,11.3,white,7
5.7,150,0.99299,3.36,10.8,white,7
6.2,75,0.99012,3.36,13.5,white,7
7.5,126,0.99293,3.28,10.3,white,5
6.2,184,1.00022,3.11,9,white,6
7,166,0.99382,3.08,11.6,white,6
7.5,126,0.99293,3.28,10.3,white,5
6.5,116,0.98954,3.21,12.5,white,6
6,125,0.99936,3.39,8.6,white,5
6.1,74,0.9884,3.19,13.4,white,6
6.5,88,0.99144,3.22,12.7,white,4
7.1,120,0.99324,2.97,9.2,white,5
5.6,135,0.99174,3.32,10.2,white,6
7,149,0.99792,2.96,9,white,7
7,149,0.99792,2.96,9,white,7
7,149,0.99792,2.96,9,white,7
7,149,0.99792,2.96,9,white,7
7,149,0.99792,2.96,9,white,7
7,149,0.99792,2.96,9,white,7
7,149,0.99792,2.96,9,white,7
7.4,121,0.99043,3.02,11.9,white,5
6.8,194,0.99654,2.89,9,white,6
6.2,134,0.99758,3.3,9,white,5
6.3,143,0.99374,3.43,11,white,6
7,149,0.99792,2.96,9,white,7
5.5,108,0.99243,3.28,10,white,5
6.5,184,0.99216,3.29,10.7,white,5
6.6,183,0.99215,3.29,10.7,white,5
5.4,130,0.98953,3.39,13.4,white,8
7.8,124,0.99278,2.99,11,white,6
5.5,108,0.99243,3.28,10,white,5
6.5,184,0.99216,3.29,10.7,white,5
6.6,183,0.99215,3.29,10.7,white,5
7.8,124,0.99278,2.99,11,white,6
7.8,101,0.99186,2.99,11,white,6
6.1,98,0.99072,3.16,11.1,white,7
7.4,40,0.99244,2.79,10.9,white,5
6.7,80,0.99084,3.03,11.5,white,5
5.4,130,0.98953,3.39,13.4,white,8
6.9,186,0.99754,3.08,9.4,white,5
6.9,186,0.99754,3.08,9.4,white,5
6.9,186,0.99754,3.08,9.4,white,5
6.3,134,0.99567,3.17,10.6,white,6
6.9,186,0.99754,3.08,9.4,white,5
7.4,143,0.99094,3.03,12,white,4
6.1,125,0.99532,3.14,10.2,white,6
6.3,134,0.99567,3.17,10.6,white,6
5,100,0.9874,3.26,13.5,white,5
6.7,248,0.99794,3.31,9.7,white,5
6.5,103,0.99122,3.24,12.2,white,6
6.9,135,0.99226,3.11,12.3,white,5
6.5,103,0.99122,3.24,12.2,white,6
6.3,100,0.99099,3.42,11.4,white,7
6.5,97,0.99134,3.2,12.7,white,7
6.7,248,0.99794,3.31,9.7,white,5
7.4,113,0.99338,3.13,10.8,white,6
7.6,96,0.9938,3.08,11,white,6
6.4,196,0.9955,3.18,9.5,white,5
6.5,140,0.99776,3.2,10.1,white,6
5.6,100,0.98964,3.46,13.2,white,7
7.4,182,0.99808,3.02,8.8,white,5
6.4,201,0.99551,3.18,9.5,white,5
6.6,202,0.99548,3.18,9.5,white,5
6.6,191,0.99541,3.16,9.5,white,6
6.4,196,0.9955,3.18,9.5,white,5
6.5,197,0.99536,3.18,9.5,white,5
6.8,133,0.99524,3.03,10.4,white,6
6.3,170,0.9961,3.14,9.9,white,6
5.5,113,0.99224,3.22,10,white,5
6.5,140,0.99776,3.2,10.1,white,6
6.6,95,0.99702,3.17,9.4,white,6
7,91,0.99657,3.03,9.3,white,5
7.9,138,0.99176,3.05,10.9,white,5
7,177,0.99166,3.2,11.4,white,5
8.1,49,0.99242,2.99,10.3,white,5
8.3,57,0.99109,3.02,11,white,6
7.9,138,0.99176,3.05,10.9,white,5
7.2,111,0.99278,2.99,10.8,white,6
8.1,49,0.99242,2.99,10.3,white,5
8.3,57,0.99109,3.02,11,white,6
7,91,0.99657,3.03,9.3,white,5
6.8,113,0.99358,2.96,10.2,white,5
6.9,109,0.99358,2.96,10.2,white,6
7.2,111,0.99278,2.99,10.8,white,6
6.8,162,0.99705,3.24,10.5,white,3
7.2,156,0.9912,3.13,11.1,white,5
7.9,138,0.99176,3.05,10.9,white,5
7,177,0.99166,3.2,11.4,white,5
7.4,149,0.99677,3.22,10.3,white,5
6.3,106,0.99172,3.28,12.9,white,7
6.8,131,0.9953,3.12,9.9,white,5
6.3,131,0.99186,3.24,11.3,white,6
5.1,120,0.99188,3.38,11.5,white,6
5.1,120,0.99188,3.38,11.5,white,6
6.3,132,0.99158,3,10.7,white,5
6.9,139,0.99522,3.03,10.4,white,6
7,204,0.99176,3.17,12.5,white,6
6.7,197,0.99558,3.19,9.5,white,5
7.3,104,0.9911,3.05,11.3,white,7
6.7,88,0.99016,3.26,13,white,6
5.1,120,0.99188,3.38,11.5,white,6
5.1,99,0.98956,3.22,11.5,white,5
6.3,131,0.99186,3.24,11.3,white,6
7.1,100,0.99062,3.15,13.2,white,7
4.8,111,0.99274,3.46,11.5,white,7
6.8,130,0.993,2.83,9.6,white,5
6.8,130,0.993,2.83,9.6,white,5
7,110,0.9978,3.15,9.7,white,6
6.5,142,0.9946,3.14,9.2,white,5
6.2,113,0.99429,3.16,8.4,white,5
8,103,0.99002,3,12.4,white,6
8,103,0.99002,3,12.4,white,6
6.5,142,0.9946,3.14,9.2,white,5
6.2,113,0.99429,3.16,8.4,white,5
6.7,84,0.9909,3.14,11.7,white,6
6.6,191,0.99294,2.96,11,white,6
7.5,109,0.99044,2.97,11.9,white,6
7.5,100,0.98958,3.2,13.2,white,7
6.7,84,0.9909,3.14,11.7,white,6
6.4,176,0.9986,3.26,9.1,white,5
6.7,109,0.99262,3.34,12.6,white,6
6.4,176,0.9986,3.26,9.1,white,5
7.1,90,0.99212,3.17,10.5,white,6
8.2,87,0.99628,3.23,10.6,white,5
6.7,109,0.99262,3.34,12.6,white,6
5.9,123,0.98913,3.41,13.7,white,7
5.9,93,0.99021,3.36,12,white,6
6.6,120,0.99198,3.4,12.5,white,7
5.9,110,0.99226,3.55,12.1,white,6
5.9,137,0.99159,3.21,11.3,white,6
5.9,93,0.99021,3.36,12,white,6
5.4,104,0.99224,3.46,10.3,white,6
6.1,136,0.99068,3.27,12.7,white,6
7.3,207,0.99587,3.12,9.2,white,5
7.3,207,0.99587,3.12,9.2,white,5
6.2,152,0.99728,3.1,9.5,white,6
6.5,175,0.99364,3.16,10.1,white,6
6.5,175,0.99364,3.16,10.1,white,6
6.6,98,0.99018,3.25,13,white,7
6,101,0.98968,3.24,13.1,white,6
8.4,113,0.99178,3.1,11,white,6
7.3,207,0.99587,3.12,9.2,white,5
6,177,0.9961,3.08,9.4,white,6
6.2,152,0.99728,3.1,9.5,white,6
6.1,134,0.99534,3.16,10.2,white,6
6.5,175,0.99364,3.16,10.1,white,6
7.3,193,0.99864,3.06,8.6,white,4
7.6,181,0.99776,2.91,9,white,5
6.7,194,0.99545,3.13,9.6,white,5
7.4,98,0.99299,3.29,9.9,white,7
6.1,135,0.99665,3.2,10.5,white,5
7.1,98,0.99069,3.15,11.4,white,5
6.5,170,0.99692,3.18,9.4,white,5
6.8,65,0.99324,3.12,11.1,white,4
6,111,0.99896,3.1,8.9,white,6
6,111,0.99896,3.1,8.9,white,6
7.1,129,0.99226,3.15,10.8,white,5
6.8,143,0.99226,3.06,12.2,white,6
6,111,0.99896,3.1,8.9,white,6
7.2,63,0.99076,3.13,12.5,white,6
6.8,143,0.99226,3.06,12.2,white,6
7.2,63,0.99076,3.13,12.5,white,6
6,111,0.99896,3.1,8.9,white,6
6.2,127,0.9951,3.16,10.8,white,6
6.4,98,0.99234,2.99,11.4,white,6
7.1,129,0.99226,3.15,10.8,white,5
6,127,0.99368,3.18,10.6,white,5
7,63,0.9937,3.01,9.2,white,5
5.9,134,0.99151,3.24,12.2,white,6
7,76,0.99021,3.26,12.3,white,6
6.7,179,0.99479,3.23,10.4,white,6
7,172,0.9954,2.99,10.4,white,6
8.5,110,0.99176,3.07,11,white,7
6,127,0.99368,3.18,10.6,white,5
7,63,0.9937,3.01,9.2,white,5
4.8,10,0.99246,3.32,13.5,white,4
6.1,65,0.9908,2.95,11.4,white,6
5.8,69,0.98994,3.1,11.5,white,6
5,106,0.98746,3.21,14,white,7
6.5,88,0.99028,3.25,12.5,white,7
6.5,88,0.99028,3.25,12.5,white,7
6.7,83,0.98867,3.09,12.8,white,7
6.2,138,0.99174,3.23,11.2,white,7
6.2,138,0.99174,3.23,11.2,white,7
7.1,139,0.99021,3.17,13.6,white,6
7.2,109,0.99304,2.93,9.2,white,6
6.5,88,0.99028,3.25,12.5,white,7
7.2,105,0.99154,3.17,11.1,white,6
6.2,138,0.99174,3.23,11.2,white,7
4.7,106,0.98746,3.21,14,white,7
7.1,139,0.99021,3.17,13.6,white,6
6.2,206,0.9956,3.18,9.4,white,5
6.4,113,0.98779,3.12,14.2,white,7
6.6,107,0.98836,3,13.2,white,6
7.4,132,0.99138,3.04,11.2,white,6
7.3,173,0.99751,3.14,10.2,white,5
6.7,83,0.98867,3.09,12.8,white,7
8.6,109,0.99249,2.95,10.1,white,5
8.6,109,0.99249,2.95,10.1,white,5
8.6,95,0.99239,2.83,10.3,white,5
6.9,91,0.99512,3.19,9.9,white,6
6.5,106,0.99098,3.15,11.5,white,5
6.6,173,0.99872,3.18,9,white,5
6.6,173,0.99872,3.18,9,white,5
6.1,101,0.98894,3.03,12.1,white,6
6.2,106,0.988245,3.14,13.3,white,6
6.9,116,0.99326,3.22,11.5,white,8
8.7,67,0.99328,2.96,11,white,4
7.3,84,0.99222,3.28,10.7,white,6
7,184,0.99898,3.08,9.4,white,5
5.7,108,0.99486,3.44,10.3,white,6
6.5,151,0.99528,3.17,9.3,white,5
8.2,92,0.99062,2.88,12,white,6
6.2,159,0.99282,3.21,11,white,6
6.9,148,0.996,3.16,9.3,white,5
4.9,143,0.99138,3.24,10.1,white,5
7.2,106,0.99166,3.18,11.1,white,6
6.4,113,0.99408,2.99,9.9,white,6
6.1,161,0.99281,3.22,11,white,6
6.2,159,0.99282,3.21,11,white,6
6,127,0.98964,3.32,12.5,white,6
6.1,142,0.98952,3.31,12.7,white,7
5.7,105,0.99469,3.32,9.3,white,5
6.9,148,0.996,3.16,9.3,white,5
4.9,143,0.99138,3.24,10.1,white,5
6.3,161,0.9991,3.14,8.8,white,5
7,90,0.99047,2.88,11.2,white,6
8.4,122,0.99178,3.13,10.8,white,7
6.3,161,0.9991,3.14,8.8,white,5
7,90,0.99047,2.88,11.2,white,6
5.4,145,0.99207,3.24,10.3,white,5
7.7,87,0.99152,3.11,12,white,5
5.6,110,0.99438,3.26,9.5,white,6
5.6,110,0.99438,3.26,9.5,white,6
6.6,159,0.99622,3.14,9.8,white,6
7.6,170,0.99773,2.91,9,white,5
7.2,118,0.99088,3.17,13,white,7
6,116,0.99108,3.39,11.8,white,7
7.5,176.5,0.99803,2.97,8.8,white,5
7.3,102,0.99304,3.1,11.2,white,4
5.4,110,0.99438,3.26,9.5,white,6
6.3,200,0.99548,3.16,9.4,white,4
6.5,192,0.99551,3.16,9.5,white,6
6.4,125,0.99152,3.03,10.4,white,6
6.7,143,0.99572,3.08,9.8,white,7
6.4,125,0.99152,3.03,10.4,white,6
6.8,98,0.99244,3.06,10.3,white,6
6.3,200,0.99548,3.16,9.4,white,4
6.5,192,0.99551,3.16,9.5,white,6
6.1,134,0.9903,3.19,11.9,white,7
7,124,0.99162,3.15,12.8,white,7
6.9,117,0.99116,3.09,13,white,6
6.5,192,0.9922,3.26,10.4,white,7
6.5,193,0.99223,3.25,10.4,white,6
6.1,135,0.99481,3.21,10.7,white,5
6.3,157,0.9928,3.05,10.7,white,7
6.1,134,0.9903,3.19,11.9,white,7
5.6,101,0.99429,3.19,10.4,white,6
7,124,0.99162,3.15,12.8,white,7
6.8,104,0.99454,3.2,9.9,white,6
6.8,104,0.99454,3.2,9.9,white,6
7.3,223,0.99863,3.16,9.4,white,6
6.1,129,0.991,3.3,11.4,white,6
6.8,104,0.99454,3.2,9.9,white,6
7.3,223,0.99863,3.16,9.4,white,6
6.9,104,0.99317,2.99,9.2,white,5
6.7,76,0.99173,2.9,10.5,white,7
6.7,111,0.99455,3.25,11,white,7
6.7,111,0.99455,3.25,11,white,7
8,127,0.99186,2.9,12.1,white,5
6.7,111,0.99455,3.25,11,white,7
6,144,0.98944,3.22,12.8,white,7
6.4,120,0.9942,3.01,10.5,white,6
6.4,120,0.9942,3.01,10.5,white,6
6.4,120,0.9942,3.01,10.5,white,6
6.4,122,0.99238,3,9.5,white,5
6.1,94,0.99782,3.07,9.2,white,6
6.8,117,0.99111,3.07,11.1,white,6
6.5,112,0.99067,3.06,12.3,white,7
6.8,117,0.99111,3.07,11.1,white,6
5.4,51,0.98878,3.04,12.6,white,6
6.4,122,0.99238,3,9.5,white,5
6.1,94,0.99782,3.07,9.2,white,6
6.8,152,0.9938,3.2,10.8,white,6
7.2,122,0.99143,3,11.3,white,6
6,144,0.98944,3.22,12.8,white,7
6.4,120,0.9942,3.01,10.5,white,6
6.5,171,0.99588,3.08,9.8,white,6
6.5,183,1.00038,2.98,8.5,white,6
6.2,97,0.99424,3.16,9.3,white,5
7.2,151,0.99626,3.2,9.2,white,5
5.9,115,0.99076,3.21,11.4,white,6
6.4,183,1.00038,2.98,8.5,white,6
6.2,97,0.99424,3.16,9.3,white,5
6.4,91,0.99536,3.06,8.4,white,4
7,100,0.99318,3.04,9.2,white,5
7.2,151,0.99626,3.2,9.2,white,5
7.6,151,0.99726,3.18,10.4,white,6
6,147,0.99126,3.27,11.6,white,6
6.2,94,0.98998,3.25,12.4,white,6
7.6,151,0.99726,3.18,10.4,white,6
6.4,176,0.99304,3.09,9.3,white,5
5.9,81,0.9892,3.2,12.2,white,6
6.1,139,0.99296,3.22,11,white,6
6.9,105,0.99047,3.11,11.4,white,5
6.4,120,0.9924,3.06,9.5,white,5
6.8,116,0.9989,3.07,9.2,white,5
7.5,125,0.99338,3.13,11.1,white,6
6.8,116,0.9989,3.07,9.2,white,5
6.4,172,0.99404,3.24,11,white,6
7.3,177,0.99287,3.14,9.9,white,5
7.3,176,0.99286,3.14,9.9,white,5
6.4,120,0.9924,3.06,9.5,white,5
6.1,109,0.99058,3.35,12.4,white,4
6.3,185,0.9934,3.21,9.4,white,5
6.2,149,0.99545,3.23,9.3,white,5
7.4,135,0.9984,2.9,8.7,white,7
7.4,135,0.9984,2.9,8.7,white,7
7.4,135,0.9984,2.9,8.7,white,7
7.4,135,0.9984,2.9,8.7,white,7
7.2,154,0.99971,2.94,9,white,7
6.9,118,0.99546,3,10.7,white,6
6.9,118,0.99546,3,10.7,white,6
6.8,98,0.99058,3.02,11.3,white,6
7.4,135,0.9984,2.9,8.7,white,7
6.8,97,0.99314,2.96,11.7,white,6
6.2,149,0.99545,3.23,9.3,white,5
7.4,135,0.9984,2.9,8.7,white,7
7.2,154,0.99971,2.94,9,white,7
6.8,97,0.99314,2.96,11.7,white,6
